ProdTaken,Age,CityTier,DurationOfPitch,Gender,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,TypeofContact_Company Invited,TypeofContact_Self Enquiry,TypeofContact_Unknown,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Unmarried,TotalVisiting
0,0.7906976744186046,3,-0.7908081211089137,1,4.0,3,5.0,2.0,0,5,1,3,1.6568551951683579,0,1,0,0,0,1,1,0,0,2.0
1,0.34883720930232565,1,-1.1650023144655137,1,3.0,0,3.0,2.0,1,3,1,2,-1.1609108650260265,0,1,0,0,1,0,0,0,1,3.0
0,0.16279069767441867,3,2.078014027958354,0,3.0,2,3.0,2.0,0,4,0,0,-0.4661137856809891,0,1,0,0,0,1,0,0,1,2.0
0,0.6279069767441862,3,-0.9155395188944471,1,5.0,2,3.0,1.0,0,5,0,0,-0.3762316220107095,0,1,0,1,0,0,0,0,1,2.0
0,0.45633174702942136,1,0.08231166338981993,1,2.0,0,3.0,2.0,0,2,1,2,-0.9980491569597455,0,1,0,0,0,1,0,0,1,4.0
1,0.6744186046511628,3,2.2027454257438874,0,1.0,2,3.0,5.0,1,4,1,0,-0.42296239294547877,1,0,0,0,1,0,0,0,1,5.0
0,0.37209302325581395,3,-0.9155395188944471,1,3.0,2,3.0,2.0,0,5,0,0,-0.44742147730708137,0,1,0,0,1,0,0,0,1,2.0
1,0.8604651162790699,1,-0.9155395188944471,1,3.0,4,5.0,6.0,1,2,1,4,2.254014791411388,0,1,0,0,0,1,1,0,0,3.0
0,0.41860465116279066,3,-0.16715113218124683,1,4.0,1,5.0,2.0,0,2,0,1,-0.18632572310558337,1,0,0,0,1,0,0,0,1,5.0
0,0.7906976744186046,1,-0.2918825299667802,1,3.0,0,3.0,1.0,0,3,1,2,-0.234050765762369,1,0,0,0,0,1,1,0,0,2.0
0,0.18604651162790697,1,-0.2918825299667802,0,5.0,0,3.0,4.0,0,4,1,2,-0.234050765762369,0,0,1,0,1,0,0,1,0,5.0
0,0.2558139534883721,1,-0.2918825299667802,0,3.0,2,3.0,5.0,0,2,1,0,-0.234050765762369,0,0,1,0,0,1,1,0,0,3.0
1,0.18604651162790697,3,-0.16715113218124683,1,4.0,2,5.0,7.0,0,3,1,0,-0.6359353958013846,0,1,0,1,0,0,0,0,1,3.0
0,0.37209302325581395,1,-1.1650023144655137,0,1.0,0,3.0,3.0,0,2,0,2,-1.042791384450482,0,1,0,0,1,0,0,0,1,3.0
0,0.8372093023255814,1,1.2048942434596204,0,3.0,2,5.0,1.0,1,3,0,0,-0.604317555041264,0,1,0,0,0,1,0,1,0,3.0
0,0.2093023255813954,3,-0.2918825299667802,1,3.0,2,3.0,1.0,0,3,0,0,-0.234050765762369,0,0,1,0,0,1,1,0,0,3.0
0,0.4418604651162791,1,0.08231166338981993,0,3.0,0,5.0,1.0,1,3,1,2,-1.141820847963312,0,1,0,0,1,0,0,1,0,3.0
0,0.4651162790697675,1,-0.9155395188944471,0,1.0,2,5.0,7.0,1,2,1,0,-0.5058846545616438,1,0,0,0,1,0,0,0,1,5.0
0,0.37209302325581395,1,-0.2918825299667802,0,4.0,0,5.0,2.0,0,2,1,2,-0.234050765762369,0,0,1,0,0,1,0,0,1,3.0
0,0.39534883720930236,3,-0.16715113218124683,0,3.0,0,3.0,2.0,0,3,0,2,-1.1835802602879997,0,1,0,0,1,0,1,0,0,3.0
0,0.45633174702942136,1,-1.1650023144655137,1,5.0,0,3.0,4.0,0,4,1,2,-0.234050765762369,0,1,0,0,1,0,1,0,0,2.0
0,0.5116279069767442,1,-0.2918825299667802,0,1.0,2,4.0,2.0,0,3,0,0,-0.234050765762369,1,0,0,0,0,1,1,0,0,3.0
0,0.37209302325581395,3,-0.16715113218124683,0,3.0,2,5.0,6.0,0,2,1,0,-0.4024803954719416,0,1,0,0,1,0,1,0,0,3.0
0,0.5581395348837209,1,-0.16715113218124683,1,3.0,4,3.0,2.0,0,5,0,4,1.9698519332591102,1,0,0,0,1,0,0,1,0,4.0
1,0.11627906976744184,1,-0.41661392775231354,1,1.0,0,5.0,2.0,1,3,1,2,-1.376667828703578,0,1,0,0,1,0,1,0,0,5.0
0,0.13953488372093026,1,-0.04241973439571344,1,4.0,0,4.0,2.0,0,5,1,2,-1.1593200302708002,1,0,0,0,1,0,0,1,0,2.0
0,0.7906976744186046,1,0.20704306117535332,0,3.0,2,3.0,1.0,0,2,1,0,-1.0688413035673108,0,1,0,0,1,0,1,0,0,3.0
0,0.744186046511628,1,-0.9155395188944471,1,3.0,3,3.0,6.0,0,2,0,3,1.812558146836121,0,1,0,0,0,1,1,0,0,4.0
1,0.2558139534883721,1,-1.1650023144655137,0,4.0,0,5.0,2.0,1,2,0,2,-1.2338904094220278,0,1,0,0,1,0,1,0,0,2.0
0,0.34883720930232565,1,-0.2918825299667802,1,3.0,1,3.0,1.0,0,4,0,1,0.6297725063254508,0,1,0,0,0,1,1,0,0,2.0
1,0.34883720930232565,3,0.8307000501030202,0,3.0,2,5.0,6.0,0,3,1,0,-0.6363331044901911,0,1,0,0,0,1,0,0,1,3.0
0,0.6744186046511628,1,-0.9155395188944471,0,3.0,3,3.0,2.0,1,4,1,3,1.6361743433504174,0,1,0,0,1,0,1,0,0,2.0
0,0.41860465116279066,1,-1.1650023144655137,0,3.0,2,4.0,1.0,0,5,0,0,-0.6554231215529054,0,1,0,0,1,0,1,0,0,2.0
0,0.2558139534883721,1,1.703819834601754,1,1.0,0,3.0,2.0,0,2,1,2,-1.1581269042043805,0,1,0,0,1,0,1,0,0,3.0
1,0.9302325581395349,1,-0.9155395188944471,1,3.0,4,4.0,1.0,1,3,1,4,2.1321170782921812,0,1,0,0,1,0,0,0,1,3.0
0,0.39534883720930236,1,-1.1650023144655137,0,1.0,0,3.0,4.0,0,3,0,2,-1.1967046470186156,0,1,0,0,1,0,0,0,1,2.0
0,0.5581395348837209,1,-1.1650023144655137,0,4.0,2,3.0,1.0,1,3,0,0,-0.4895785983205753,0,1,0,0,1,0,1,0,0,3.0
1,0.2325581395348838,1,-0.2918825299667802,1,3.0,0,3.0,7.0,0,3,0,2,-0.234050765762369,0,0,1,0,0,1,0,0,1,2.0
0,0.41860465116279066,2,0.4565058567464201,1,3.0,0,4.0,5.0,0,3,1,2,-1.2688887740370038,0,1,0,0,1,0,1,0,0,2.0
0,0.32558139534883723,1,-0.6660767233233803,0,4.0,2,3.0,2.0,0,4,1,0,-0.469693163880248,0,1,0,0,1,0,1,0,0,3.0
0,0.5116279069767442,1,0.8307000501030202,1,4.0,2,3.0,7.0,0,5,1,0,-0.682069603702944,1,0,0,0,0,1,0,0,1,3.0
0,0.2790697674418605,1,-0.9155395188944471,0,4.0,2,3.0,6.0,1,2,1,0,-0.32751230763190753,0,1,0,0,0,1,0,0,1,3.0
0,0.6279069767441862,1,-0.9155395188944471,0,4.0,0,3.0,2.0,0,3,1,2,-1.242838854920175,0,1,0,0,1,0,0,0,1,4.0
0,0.5581395348837209,1,-0.2918825299667802,1,3.0,2,4.0,2.0,0,3,1,0,-0.234050765762369,0,1,0,0,1,0,1,0,0,4.0
0,0.4651162790697675,1,0.3317744589608867,1,4.0,2,5.0,3.0,0,5,1,0,-0.44463751648543554,1,0,0,0,1,0,0,1,0,2.0
0,0.37209302325581395,1,0.8307000501030202,0,4.0,0,3.0,2.0,0,5,1,2,-1.1873584928316618,1,0,0,0,1,0,0,0,1,4.0
1,0.7209302325581396,3,0.20704306117535332,0,3.0,1,3.0,2.0,0,4,0,1,-0.17300248203056406,0,1,0,0,0,1,1,0,0,3.0
1,0.8604651162790699,3,-0.9155395188944471,1,3.0,2,3.0,5.0,0,2,0,0,-0.668945216972328,0,1,0,0,0,1,0,0,1,3.0
0,0.5813953488372093,1,0.5812372545319534,1,3.0,3,5.0,7.0,0,5,1,3,1.7171080615225498,0,1,0,0,1,0,1,0,0,3.0
0,0.2093023255813954,1,-0.541345325537847,1,4.0,1,3.0,2.0,1,3,0,1,0.8518928090239072,0,1,0,1,0,0,0,1,0,2.0
0,0.39534883720930236,1,-0.2918825299667802,1,3.0,1,3.0,4.0,0,3,0,1,0.3374566200526388,0,1,0,0,1,0,0,0,1,2.0
0,0.2325581395348838,3,-0.2918825299667802,0,3.0,2,4.0,2.0,1,3,1,0,-0.7447087221899751,0,1,0,0,0,1,1,0,0,2.0
0,0.45633174702942136,2,-0.7908081211089137,1,3.0,0,3.0,1.0,0,2,1,2,-0.234050765762369,0,1,0,0,1,0,1,0,0,3.0
1,0.18604651162790697,1,-0.541345325537847,0,4.0,0,3.0,2.0,1,2,0,2,-1.2245442552350738,1,0,0,0,0,1,1,0,0,3.0
0,0.2093023255813954,1,-0.7908081211089137,1,3.0,0,3.0,2.0,0,2,1,2,-1.3557881225412343,1,0,0,0,0,1,1,0,0,2.0
0,0.7674418604651162,3,2.078014027958354,0,3.0,3,3.0,3.0,0,3,0,3,1.5476841600909608,0,1,0,0,0,1,1,0,0,4.0
0,0.6046511627906977,1,-0.6660767233233803,1,3.0,2,4.0,1.0,0,2,1,0,-0.5152308087485976,0,1,0,0,0,1,0,0,1,2.0
0,0.45633174702942136,1,-0.9155395188944471,1,1.0,0,5.0,1.0,0,2,1,2,-1.0141563588564106,0,1,0,0,0,1,0,0,1,5.0
0,0.45633174702942136,3,-1.1650023144655137,1,1.0,2,5.0,2.0,0,4,0,0,-0.234050765762369,0,1,0,0,0,1,0,1,0,2.0
0,0.39534883720930236,1,2.2027454257438874,0,4.0,0,5.0,2.0,0,4,1,2,-1.186165366765242,0,1,0,0,0,1,0,0,1,3.0
0,0.41860465116279066,3,-1.1650023144655137,1,3.0,2,3.0,2.0,1,3,1,0,-0.4619378444485203,0,1,0,0,1,0,1,0,0,3.0
0,0.32558139534883723,3,-0.2918825299667802,1,3.0,2,3.0,3.0,0,2,0,0,-0.234050765762369,0,0,1,0,1,0,0,1,0,3.0
0,0.45633174702942136,1,-0.541345325537847,1,4.0,0,3.0,1.0,0,5,0,2,-0.234050765762369,1,0,0,0,1,0,0,1,0,3.0
0,0.813953488372093,3,-0.2918825299667802,0,4.0,1,3.0,1.0,1,2,0,1,0.47923976761217274,0,1,0,0,0,1,1,0,0,3.0
0,0.6279069767441862,3,-0.04241973439571344,1,3.0,1,5.0,5.0,1,2,1,1,0.44483796603040643,0,1,0,0,0,1,0,1,0,3.0
0,0.32558139534883723,1,-0.16715113218124683,0,1.0,2,3.0,6.0,0,3,1,0,-0.6659624018062789,0,1,0,0,0,1,1,0,0,5.0
0,0.7906976744186046,1,1.9532826301728206,0,4.0,3,3.0,4.0,0,5,0,3,1.0543265316264394,1,0,0,0,0,1,1,0,0,3.0
0,0.4418604651162791,3,0.8307000501030202,1,4.0,2,3.0,5.0,0,5,1,0,-0.43549021664288495,0,1,0,0,0,1,0,1,0,5.0
0,0.2325581395348838,2,-0.16715113218124683,1,0.0,0,3.0,2.0,0,2,0,2,-0.7134885901186612,0,1,0,0,0,1,0,1,0,4.0
0,0.09302325581395354,1,-0.2918825299667802,1,4.0,2,3.0,7.0,0,2,1,0,-0.7455041395675882,0,1,0,0,1,0,1,0,0,2.0
0,0.6046511627906977,1,-0.16715113218124683,1,1.0,0,3.0,3.0,1,3,1,2,-1.1346620915647943,0,1,0,0,1,0,1,0,0,5.0
0,0.5581395348837209,1,-0.9155395188944471,1,3.0,0,3.0,6.0,1,2,0,2,-1.1949149579189862,1,0,0,0,0,1,0,0,1,3.0
0,0.41860465116279066,2,-0.16715113218124683,1,4.0,0,5.0,1.0,0,2,1,2,-1.2293167595007524,0,1,0,0,1,0,1,0,0,5.0
0,0.45633174702942136,3,-0.7908081211089137,1,3.0,2,5.0,2.0,1,4,1,0,-0.234050765762369,0,1,0,0,1,0,1,0,0,3.0
0,0.39534883720930236,1,-0.04241973439571344,0,4.0,1,3.0,2.0,1,4,1,1,0.42972503585575766,0,1,0,0,1,0,1,0,0,4.0
1,0.39534883720930236,1,1.9532826301728206,0,3.0,0,4.0,2.0,1,3,0,2,-1.2929501497098,1,0,0,0,1,0,0,1,0,3.0
0,0.32558139534883723,1,-1.1650023144655137,1,3.0,0,3.0,1.0,0,5,0,2,-1.2348846811440441,1,0,0,0,1,0,0,1,0,3.0
0,0.16279069767441867,3,-0.2918825299667802,1,4.0,2,5.0,2.0,0,3,1,0,-0.234050765762369,0,1,0,0,0,1,1,0,0,3.0
0,0.45633174702942136,1,-1.1650023144655137,0,3.0,0,5.0,3.0,0,4,1,2,-0.9831350811295,0,1,0,1,0,0,1,0,0,2.0
0,0.13953488372093026,1,-0.6660767233233803,1,4.0,0,3.0,1.0,0,3,0,2,-1.0662561970900684,1,0,0,0,1,0,1,0,0,2.0
0,0.32558139534883723,3,-0.541345325537847,1,3.0,2,4.0,2.0,0,3,1,0,-0.39770789120626304,1,0,0,0,1,0,1,0,0,3.0
0,0.4651162790697675,3,-0.04241973439571344,1,4.0,0,4.0,1.0,0,4,0,2,-1.1185548896681292,0,1,0,0,0,1,1,0,0,3.0
0,0.5581395348837209,1,-0.7908081211089137,0,1.0,2,3.0,3.0,1,5,0,0,-0.6548265585196955,0,1,0,0,1,0,1,0,0,3.0
0,0.3023255813953488,1,0.20704306117535332,1,3.0,0,3.0,4.0,1,3,1,2,-1.2265327986791066,0,1,0,0,1,0,1,0,0,3.0
1,0.2558139534883721,3,-1.1650023144655137,0,4.0,0,3.0,7.0,1,2,0,2,-1.1382414697640533,0,1,0,0,0,1,0,1,0,3.0
0,0.813953488372093,3,-0.16715113218124683,1,3.0,3,3.0,6.0,0,3,0,3,0.6586063862639254,0,1,0,0,0,1,1,0,0,5.0
0,0.39534883720930236,1,1.9532826301728206,1,4.0,1,4.0,4.0,0,3,1,1,0.4730752829356713,0,1,0,1,0,0,1,0,0,4.0
0,0.4418604651162791,3,1.454357039030687,0,3.0,0,3.0,6.0,0,2,1,2,-1.1038396681822868,1,0,0,0,0,1,1,0,0,3.0
0,0.813953488372093,1,1.703819834601754,0,3.0,3,3.0,7.0,0,5,1,3,1.1436121322635093,0,1,0,0,1,0,0,0,1,4.0
0,0.5813953488372093,1,-1.1650023144655137,0,3.0,2,3.0,5.0,0,2,1,0,-0.589005770522212,1,0,0,0,1,0,1,0,0,3.0
0,0.6744186046511628,3,-0.2918825299667802,0,3.0,2,3.0,1.0,1,2,1,0,-0.7928314735355673,0,1,0,0,0,1,1,0,0,2.0
0,0.4418604651162791,3,1.2048942434596204,1,3.0,1,4.0,2.0,1,5,0,1,-0.17538873416340334,1,0,0,0,0,1,0,0,1,2.0
0,0.744186046511628,1,-0.9155395188944471,1,3.0,3,5.0,2.0,0,5,1,3,1.869231634991054,1,0,0,0,1,0,0,1,0,5.0
0,0.4883720930232558,2,-0.9155395188944471,0,4.0,2,3.0,1.0,0,3,0,0,-0.6601956258185839,0,1,0,0,1,0,1,0,0,2.0
0,0.34883720930232565,2,-0.7908081211089137,1,3.0,0,4.0,4.0,1,5,0,2,-1.2422422918869653,0,1,0,0,1,0,0,1,0,3.0
1,0.32558139534883723,1,1.9532826301728206,1,3.0,0,3.0,2.0,1,5,1,2,-1.1392357414860697,0,1,0,0,1,0,0,0,1,2.0
0,0.2558139534883721,1,-0.2918825299667802,0,4.0,0,3.0,7.0,0,5,1,2,-1.1915344340641305,0,1,0,0,0,1,0,1,0,3.0
0,0.6046511627906977,1,-0.04241973439571344,1,3.0,0,5.0,2.0,1,3,1,2,-1.186165366765242,0,1,0,0,1,0,1,0,0,3.0
0,0.2325581395348838,3,-0.541345325537847,1,3.0,2,3.0,2.0,0,3,1,0,-0.7190565117619528,0,1,0,0,0,1,0,0,1,3.0
1,0.9302325581395349,1,-0.9155395188944471,1,4.0,0,3.0,1.0,1,2,0,2,-1.221760294413428,1,0,0,0,1,0,0,1,0,2.0
0,0.5813953488372093,1,-0.2918825299667802,0,3.0,2,4.0,5.0,0,3,1,0,-0.747492683011621,0,1,0,0,1,0,0,1,0,2.0
1,0.04651162790697677,3,-0.9155395188944471,0,4.0,0,3.0,2.0,0,4,0,2,-1.288575354132928,0,1,0,0,0,1,0,0,1,3.0
1,0.06976744186046513,1,1.0801628456740868,0,3.0,0,3.0,2.0,0,3,1,2,-1.1595188846152036,0,1,0,0,1,0,0,0,1,4.0
0,0.41860465116279066,1,0.5812372545319534,1,3.0,2,3.0,1.0,1,5,1,0,-0.38537892185326006,0,1,0,0,1,0,1,0,0,5.0
0,0.6744186046511628,3,-0.9155395188944471,0,4.0,0,3.0,2.0,1,2,1,2,-1.0400074236288361,0,1,0,0,1,0,0,0,1,3.0
1,0.45633174702942136,1,-0.7908081211089137,0,3.0,2,3.0,1.0,1,5,1,0,-0.234050765762369,0,1,0,0,1,0,1,0,0,3.0
1,0.5348837209302326,1,-0.9155395188944471,0,5.0,0,3.0,5.0,1,3,0,2,-1.1426162653409253,0,1,0,0,1,0,0,1,0,2.0
0,0.2325581395348838,1,-0.04241973439571344,0,3.0,0,3.0,6.0,0,3,1,2,-1.222356857446638,0,1,0,0,0,1,0,1,0,4.0
1,0.4883720930232558,1,-0.41661392775231354,1,3.0,0,5.0,1.0,1,2,1,2,-1.2169877901477495,0,1,0,0,0,1,1,0,0,4.0
0,0.2093023255813954,1,-0.6660767233233803,0,3.0,0,3.0,2.0,0,2,1,2,-1.234089263766431,0,1,0,0,1,0,0,0,1,4.0
0,0.37209302325581395,1,0.08231166338981993,1,3.0,0,4.0,2.0,0,2,1,2,-1.2957341105314457,0,1,0,0,1,0,0,1,0,2.0
0,0.5581395348837209,3,0.5812372545319534,0,4.0,2,3.0,1.0,0,3,0,0,-0.45338710763917955,0,1,0,0,0,1,0,0,1,3.0
0,0.34883720930232565,1,-1.1650023144655137,1,4.0,0,5.0,4.0,1,4,0,2,-1.1384403241084564,0,1,0,0,1,0,0,0,1,3.0
0,0.9302325581395349,1,-0.541345325537847,0,4.0,1,4.0,3.0,1,5,1,1,0.4032774080501223,0,1,0,1,0,0,0,1,0,3.0
0,0.3023255813953488,3,-0.2918825299667802,1,4.0,0,3.0,4.0,0,4,1,2,-1.231901865977995,0,1,0,0,1,0,1,0,0,3.0
0,0.45633174702942136,1,1.454357039030687,0,3.0,2,3.0,2.0,1,3,0,0,-0.234050765762369,0,1,0,0,1,0,1,0,0,3.0
0,0.7209302325581396,1,-0.16715113218124683,0,3.0,1,4.0,5.0,0,4,0,1,-0.22291492247578568,0,1,0,0,1,0,1,0,0,2.0
0,0.6976744186046512,1,1.3296256412451537,1,3.0,0,3.0,5.0,0,2,0,2,-1.2458216700862241,0,1,0,0,0,1,1,0,0,2.0
0,0.3023255813953488,3,1.3296256412451537,0,3.0,2,3.0,2.0,0,2,1,0,-0.3165753186897275,1,0,0,0,0,1,1,0,0,2.0
0,0.41860465116279066,1,-0.2918825299667802,1,3.0,0,3.0,3.0,0,3,0,2,-0.7647930109747058,0,1,0,0,1,0,0,0,1,5.0
0,0.4651162790697675,1,-1.1650023144655137,0,3.0,1,5.0,2.0,0,4,1,1,1.0058060715920407,0,1,0,1,0,0,1,0,0,5.0
0,0.32558139534883723,1,-1.1650023144655137,0,4.0,0,4.0,7.0,0,3,1,2,-1.2313053029447851,1,0,0,0,1,0,1,0,0,3.0
1,0.16279069767441867,3,1.2048942434596204,1,4.0,0,4.0,2.0,1,2,0,2,-1.21519810104812,0,1,0,0,0,1,1,0,0,2.0
0,0.5116279069767442,3,0.08231166338981993,1,4.0,1,4.0,3.0,0,4,1,1,0.23484777834054973,0,1,0,0,0,1,0,1,0,4.0
0,0.18604651162790697,3,-0.2918825299667802,1,4.0,2,5.0,2.0,0,3,1,0,-0.234050765762369,1,0,0,0,0,1,0,0,1,3.0
0,0.5348837209302326,1,-0.2918825299667802,1,3.0,0,5.0,3.0,1,4,1,2,-0.756242274165365,0,1,0,0,0,1,0,0,1,2.0
0,0.41860465116279066,1,-0.9155395188944471,1,3.0,0,3.0,5.0,0,5,1,2,-1.1941195405413731,0,1,0,0,0,1,0,0,1,3.0
1,0.023255813953488413,3,1.454357039030687,1,4.0,0,4.0,2.0,1,2,0,2,-1.2732635696138759,0,1,0,0,1,0,0,0,1,3.0
1,0.04651162790697677,1,-0.6660767233233803,1,3.0,0,5.0,2.0,0,3,1,2,-1.1038396681822868,0,1,0,1,0,0,0,0,1,3.0
0,0.3023255813953488,1,0.3317744589608867,0,3.0,2,3.0,1.0,1,4,0,0,-0.5307414476120529,0,1,0,0,0,1,1,0,0,3.0
0,0.45633174702942136,1,-0.04241973439571344,1,3.0,0,4.0,1.0,1,4,0,2,-0.9757774703865788,1,0,0,0,0,1,0,1,0,3.0
0,0.32558139534883723,1,-0.7908081211089137,0,3.0,2,5.0,2.0,0,2,1,0,-0.35773816798120506,0,1,0,0,0,1,1,0,0,4.0
1,0.41860465116279066,3,-0.7908081211089137,1,4.0,1,3.0,2.0,1,2,1,1,0.35813747187057926,0,1,0,0,1,0,1,0,0,2.0
0,0.34883720930232565,1,-1.1650023144655137,0,4.0,2,3.0,1.0,0,4,0,0,-0.31319479483487184,0,1,0,0,1,0,0,0,1,2.0
1,0.4418604651162791,3,-1.1650023144655137,1,4.0,1,3.0,6.0,0,2,1,1,0.4146121056811089,0,1,0,0,1,0,1,0,0,3.0
0,0.6279069767441862,1,-0.2918825299667802,1,3.0,2,4.0,2.0,0,4,1,0,-0.234050765762369,1,0,0,0,1,0,1,0,0,3.0
0,0.2558139534883721,3,1.3296256412451537,0,3.0,0,3.0,2.0,0,3,0,2,-1.266104813215358,1,0,0,1,0,0,1,0,0,3.0
0,0.39534883720930236,3,-0.2918825299667802,0,3.0,2,3.0,2.0,0,4,1,0,-0.7801047954937578,0,1,0,0,0,1,1,0,0,2.0
0,0.7906976744186046,1,-1.1650023144655137,1,3.0,3,3.0,3.0,0,2,1,3,1.7051768008583534,0,1,0,0,1,0,1,0,0,4.0
1,0.9302325581395349,1,-0.9155395188944471,1,3.0,0,3.0,5.0,0,2,1,2,-1.202073714317504,0,1,0,1,0,0,0,0,1,3.0
0,0.813953488372093,3,-0.9155395188944471,1,3.0,3,3.0,7.0,0,3,1,3,1.258351088984198,0,1,0,0,0,1,0,1,0,2.0
0,0.2790697674418605,3,-0.16715113218124683,1,3.0,1,3.0,6.0,0,3,1,1,-0.2505556763478407,0,1,0,0,1,0,0,1,0,3.0
0,0.4651162790697675,3,0.08231166338981993,0,3.0,2,3.0,2.0,1,3,0,0,-0.5683249187042716,1,0,0,1,0,0,0,0,1,3.0
0,0.39534883720930236,3,-0.7908081211089137,1,3.0,1,3.0,7.0,0,5,0,1,-0.13939609782641085,0,1,0,0,1,0,0,1,0,4.0
0,0.4883720930232558,3,-0.9155395188944471,1,1.0,1,3.0,1.0,0,2,1,1,-0.12806140019542425,0,1,0,0,1,0,0,0,1,3.0
1,0.5116279069767442,3,1.8285512323872872,0,1.0,3,4.0,5.0,1,3,1,3,0.9286505859635706,1,0,0,0,1,0,0,0,1,5.0
0,0.6744186046511628,1,0.8307000501030202,1,1.0,2,3.0,2.0,1,2,0,0,-0.6874386710018324,1,0,0,0,0,1,0,1,0,3.0
0,0.41860465116279066,3,-0.16715113218124683,1,3.0,2,3.0,5.0,0,3,1,0,-0.6850524188689932,1,0,0,1,0,0,0,1,0,2.0
1,0.3023255813953488,1,-0.04241973439571344,1,4.0,0,5.0,1.0,1,3,1,2,-1.2334927007332213,1,0,0,0,0,1,0,0,1,2.0
0,0.34883720930232565,3,0.9554314478885536,1,3.0,3,3.0,2.0,0,3,1,3,1.7737815496774827,1,0,0,0,1,0,0,0,1,3.0
1,0.2558139534883721,1,0.08231166338981993,0,4.0,0,5.0,7.0,1,5,1,2,-1.2169877901477495,0,1,0,0,1,0,0,0,1,4.0
0,0.45633174702942136,1,0.4565058567464201,0,3.0,0,3.0,4.0,0,3,1,2,-1.0085884372131189,0,1,0,0,1,0,0,0,1,2.0
0,0.6279069767441862,1,-1.1650023144655137,0,3.0,0,3.0,4.0,0,5,0,2,-1.2436342722977882,0,1,0,0,0,1,0,1,0,4.0
0,0.744186046511628,1,-1.1650023144655137,1,3.0,3,3.0,1.0,0,5,0,3,1.7648331041793355,0,1,0,0,0,1,0,1,0,5.0
0,0.34883720930232565,1,-1.1650023144655137,0,1.0,2,4.0,2.0,1,3,0,0,-0.6037209920080543,1,0,0,0,1,0,1,0,0,3.0
0,0.5348837209302326,1,-0.04241973439571344,1,3.0,4,3.0,3.0,0,4,1,4,2.166518879873948,1,0,0,0,0,1,0,1,0,5.0
0,0.2093023255813954,1,0.8307000501030202,0,3.0,0,4.0,1.0,0,2,1,2,-1.1360540719756171,0,1,0,1,0,0,1,0,0,2.0
0,0.45633174702942136,1,1.703819834601754,1,3.0,2,5.0,2.0,1,2,1,0,-0.9725958008761265,1,0,0,0,1,0,1,0,0,2.0
0,0.45633174702942136,3,-0.6660767233233803,0,3.0,2,3.0,2.0,1,3,1,0,-0.234050765762369,0,1,0,0,1,0,0,0,1,3.0
1,0.2790697674418605,1,1.5790884368162204,0,3.0,0,3.0,5.0,1,2,0,2,-1.27107617182544,0,1,0,0,1,0,1,0,0,3.0
0,0.744186046511628,1,1.8285512323872872,1,3.0,3,3.0,4.0,1,4,0,3,1.0835581202537208,0,1,0,0,1,0,1,0,0,3.0
0,0.4651162790697675,1,0.08231166338981993,1,3.0,0,3.0,1.0,0,5,0,2,-1.161308573714833,1,0,0,0,0,1,1,0,0,5.0
0,0.6511627906976744,1,-0.2918825299667802,1,3.0,1,3.0,7.0,0,2,0,1,0.46154173096028145,0,1,0,0,0,1,0,1,0,5.0
0,0.13953488372093026,1,-0.2918825299667802,0,4.0,2,3.0,2.0,0,3,1,0,-0.234050765762369,0,0,1,0,0,1,0,1,0,3.0
1,0.45633174702942136,1,0.5812372545319534,1,4.0,0,4.0,2.0,1,5,1,2,-0.234050765762369,0,1,0,0,1,0,0,1,0,3.0
0,0.45633174702942136,1,-1.1650023144655137,0,3.0,2,5.0,2.0,0,5,1,0,-0.234050765762369,1,0,0,0,1,0,1,0,0,5.0
0,0.0,1,-0.541345325537847,1,3.0,0,3.0,2.0,0,2,1,2,-1.4860377181253785,1,0,0,0,1,0,0,0,1,4.0
0,0.8372093023255814,1,0.9554314478885536,0,3.0,1,3.0,1.0,0,5,1,1,0.44046317045353445,0,1,0,1,0,0,1,0,0,2.0
0,0.39534883720930236,1,1.9532826301728206,0,3.0,1,3.0,2.0,1,3,1,1,0.37066529556798544,0,1,0,0,0,1,0,1,0,3.0
0,0.2790697674418605,1,-0.16715113218124683,0,1.0,1,5.0,1.0,1,2,0,1,0.5750875616145505,0,1,0,0,1,0,1,0,0,5.0
1,0.04651162790697677,1,0.20704306117535332,0,4.0,0,5.0,2.0,1,3,0,2,-1.178012338644708,0,1,0,0,0,1,0,0,1,4.0
1,0.2790697674418605,1,-0.541345325537847,0,3.0,0,4.0,1.0,0,3,0,2,-1.2134084119484905,1,0,0,0,0,1,0,0,1,2.0
0,0.18604651162790697,1,-0.9155395188944471,1,1.0,2,3.0,2.0,0,3,1,0,-0.6069026615185067,0,1,0,0,0,1,1,0,0,3.0
0,0.09302325581395354,1,-0.16715113218124683,1,5.0,0,5.0,2.0,0,2,1,2,-1.2076416359607955,0,1,0,0,1,0,1,0,0,3.0
0,0.6976744186046512,1,-0.2918825299667802,1,4.0,2,3.0,3.0,0,2,0,0,-0.234050765762369,0,1,0,0,1,0,0,0,1,3.0
0,0.6976744186046512,1,-0.6660767233233803,1,4.0,1,3.0,1.0,0,5,1,1,0.49216529999838554,0,1,0,0,1,0,0,0,1,4.0
